cluster,component,mean,hdi_low,hdi_high
0,SQ,0.29452455861091176,0.01499931145554405,0.5564333203270756
0,PA,0.2514368918235675,0.012304352596150467,0.5232935543594321
0,LE,0.14842230806263215,0.005055639533830998,0.35827943310999366
0,FE,0.3056162415028887,0.27292307150390127,0.34072314972071577
